TextTweet,Compound Score,Sentiments
"Guys, you feel like it's cool if you're comfortable teaching when you don't have parents, so be independent, be diligent like that",0.8625,Positif
"guys, stuck on the revision of the thesis dosbing give the deadline Saturday afternoon.",-0.25,Negatif
dospem the contents of the child's thesis to guide the child to guide quickly pass be like,0.3612,Positif
semester off oh my god chemical engineering semester is already like dazed people,0.4404,Positif
"I created a method like hahahah Matkul told me to make a proposal, you have to make amends for the ideals of a dragon anime girlfriend",0.6486,Positif
"Hadwh, if you remember, it's important to have a dragon, okay, you can have a holiday",0.6597,Positif
"stress in semester uas but assignments aren't good but it's okay fortunately there are dragons because dragons are good friends, you must be jealous don't be jealous that college friends sleep but good grades rather than being a burden to the group cont",0.8661,Positif
"up, guys, make a hypothesis, look at the model variables carefully",0.128,Positif
"Guys, fill in the questionnaire, no requirements for students from Surabaya dom to experience menstrual pain, MSI needs a respondent, Rep. Nnti DM thanks all",-0.3818,Negatif
right when the sender cinlok antem ama friend boy at home sob,0.296,Positif
campus of course the minimum thesis book reference,0.0,Netral
"try to check expenses, send photos where it feels wasteful, thanks",0.4404,Positif
"Binder's suggestion, if it bends like that, keep writing, guys, tia",0.7003,Positif
"Campus Dapus thesis, of course",0.0,Netral
The theory of quantitative chapters is free to choose depending on the theory of linked variables,0.5106,Positif
the robe of the accounting child is ebit ebit if you report money,0.0,Netral
There's no kitchen using an electric pot using the review or not,-0.296,Negatif
tips to get back in the fighting mood for college,-0.3612,Negatif
"the task of reviewing the journal, if you explain the date of access to the review of the journal, what do you do?",0.0,Netral
"note the manual test stage, thank you",0.3612,Positif
Do you know how to deal with the sound of the laptop speaker or not,0.0,Netral
when you're crying after the deadline you want to sleep eat and watch YouTube because you're tired but you're hungry but you want to be entertained at the same time,0.2846,Positif
stories like being remembered by the canteen uncle photocopying etc,0.3612,Positif
passed,0.0,Netral
"Friends, I feel that my thesis is hopeless, but I'm enthusiastic about the sender's advice, don't compare your progress, you can still do it even if you follow it, it's useless but the progress of completing the thesis, trust sender, because sender cont",0.7784,Positif
"Guys, they broke up because they took pictures and stayed up, the campus base is strong",0.128,Positif
colle's friends meme meme drunk on duty,0.1779,Positif
"Guys, looking for a relationship between birth weight of pregnant toddlers consuming Fe tablets, data related to pregnancy, consumption of empty Fe tablets like how to use the test",0.1779,Positif
"guys, write the contents of the RT rw correctly, how do you fill out the campus dispensation form handwritten but you understand rt rt rw rt",0.0,Netral
"If you change semesters, it's okay with different class mates",0.2263,Positif
guys according to how are you worried,-0.296,Negatif
"I thought it was hard to take a break, but it's hard where to go again to let me know",-0.2023,Negatif
"ha ha ha ha ha monitoring the sender already has a headache, dung trak dung, read a book, watch the YouTube video, tutorial for the sender test, already hah hoh hah hoh I'm confused",0.8271,Positif
"Ask carefully the level of sales, if the research on selling is good, how do you help parno kek gin",0.7269,Positif
How many minimum chapters are references guysss free,0.5106,Positif
"excuse me, please, UPH's son, please download the wrong journal repository, UPH, login, provide a reply, DM, thanks",0.5719,Positif
full studio photo in good field where is graduation Monday we booked a photo,0.4404,Positif
hello wake up ready to help like sender assignment ig sender dm thanks,0.8625,Positif
"architect vs civil engineering clash, guys",0.0,Netral
"hello, please fill out a thorough questionnaire, I'm a student criteria for using an iPhone, dm the rep later",0.3182,Positif
sometimes I like to get tired of the backbone of the group being made fun of when the assignment is done eheheh like friends,0.8176,Positif
tomorrow sender uas yeyy,0.0,Netral
"Lecturer's hobby is giving public milk at night when I give assignments sm quiz too Dada always before taking a break I'm so traumatized now that when I hear the notification, it's late so I'm afraid I haven't been notified yet, but notified by the lecturer",-0.1395,Negatif
"sender is tired of working on a polytechnic children's project to work on a stingy holiday project, the hours are packed from morning to evening",-0.4215,Negatif
sender the day after tomorrow graduation goodbye colle residents,0.0,Netral
"Guys, the campus is holding an international seminar. Information about the sender really needs it",0.0,Netral
fighting thesis if looking for journal articles like that like web passing links tia,0.7003,Positif
"I don't know if I'm confused about getting a boarding house, fridge, stove, room facilities, now I'm boarding a boarding house, wifi, AC, electricity, queen bed room, left and right, so you know it's cramped, dom Jogja, so I'm confused about taking or taking",-0.5965,Negatif
the class is confused about the lecturer's grades,-0.3182,Negatif
"Guys, how do you get the wa number, how do you get it, you know ordal",0.0772,Positif
The laptop is so sick that I intend to use it with all my heart and soul,-0.0107,Negatif
"Using an external keyboard, today, try to show it using a comfortable brand when typing",0.5106,Positif
"If the background of the thesis is a book, then quoting journals, so the theory, let's send the thesis tips",0.0,Netral
cung jam gin laptop working on thesis,0.0,Netral
child fk medical noticeee menfess,0.0,Netral
Suggest bio ig thread moves,0.0,Netral
"Brothers and sisters, you are free to fill out the barter questionnaire. Your replies are humble",0.5106,Positif
"guys, be my respond, if you reply, dm, thanks",0.4404,Positif
"college friend, kek gin, hair, advice on hair treatment, hair loss, thin hair, help a friend",0.7783,Positif
chapter revision thesis,0.0,Netral
english version dark dark bright bright bright dark if oar island draw two birds,0.8271,Positif
gais help me puyeng ma spss,0.4019,Positif
"If you are strong, you can send the pharmacist's plan. What is the plan for the pharmacy?",0.5106,Positif
"pray for me, guys, I'm looking for the title of the thesis, hi, bismillah, I passed",0.3182,Positif
Is the title of the thesis a different place?,0.0,Netral
Do you know if it's a valid false contradiction,-0.25,Negatif
"friends, tomorrow is the prayer session, I'm really scared",-0.024,Negatif
tw toxic family mention of suicide mention of self harm really has lost direction can't burden daughters is God's heavy,-0.8471,Negatif
"I know that Chrome doesn't appear in the middle, has restarted, but still doesn't thank you",-0.395,Negatif
strong bandung bondowoso credits completed managing quantitative meticulous data normality heteroscedasticity linearity test hypothesis test simple linear regression test tomorrow night friday,0.7003,Positif
"You know the website has a limit for uploading student sheet pages, tia",0.5106,Positif
hi hi hi malem evening statistics thanks,0.4404,Positif
doesn't print the word file but it jumps how come I've tried using custom print pages but failed to print only pages thanks I've helped btw already checked yt but haven't found me,-0.1531,Negatif
excuse me unsri please download the thesis reference thesis repository,0.3818,Positif
Let's see guys,0.0,Netral
"boarding house, it's better to buy a magic com electric pot for a long lasting period, then recommend the product, guys, reach out, thanks",0.8126,Positif
lewat praktikum bet trims,0.0,Netral
"Wait for the practicum again, please guys, give me tips so that the testees aren't afraid, etc. The testees, the children can't find honest tests, they're afraid of the test tools, really suggestions, etc. guys cont",-0.1032,Negatif
choosing a graphic model is really a thing like making ppt look for templates until min,0.4144,Positif
"I'm sorry, yesterday I was really tired of laughing",-0.0076,Negatif
how to survive your college environment is beautiful you're safe,0.7783,Positif
"Lecturer says UAS Take Home What do you mean by dropping like an assignment, btw online classes don't have face-to-face offline Samsek",0.4348,Positif
"Ges, please recommend the app for teaching English, Duolingo, it's popular, thanks",0.8591,Positif
Guys personally it's hard to sempro trial,-0.1027,Negatif
"guys, check the bank balance reconciliation, you know what went wrong, bro, please help me please",0.4939,Positif
"there's no sign of requesting a copy of the campus, campus students access it, bro, thank you",0.0772,Positif
meet the lecturer to guide until you get bored watching the tutoring,-0.2732,Negatif
"Colle citizens, students of Uthm Malaysia, let's meet up",0.0,Netral
please tell me the points double spacing measuring spacing ketu no salty sis thanks,0.4588,Positif
Tell me how is Saintek Soshum's friend,0.4939,Positif
help about multivariate bivariate analysis confused oath,0.1027,Positif
hahahahaha pretend to be busy with bomb revisions hahaha,0.0,Netral
What is the minimum sample for the experimental class for the control class?,0.0,Netral
"If you're from the Pie major, you can teach as a craft teacher",0.0,Netral
"Do you know if the journal includes a questionnaire, how do you determine the questionnaire?",0.0,Netral
I asked the independent campus how many students,0.0,Netral
The train is busy,0.0,Netral
cmn story confused myself,-0.3182,Negatif
"guys, if you take the sample carefully, is it okay for the employees?",0.34,Positif
How about a mission to find bps data?,0.0,Netral
Anates software doesn't really help the thesis run smoothly,-0.3559,Negatif
when you're tired of thesis and start to think cosplaying cats,-0.4404,Negatif
"Good at English, understand the difference, thanks",0.7003,Positif
"Let's connect on linkedin, guys, drop a link or don't send a dm, thank you",0.1027,Positif
Guy's Color Translate Bhas Indo Bhas English Pak Google Translate Website Grammar Banner,0.0,Netral
"The accounting student asked if I studied basic accounting terms when I searched Google, sometimes they were clearly different",0.4019,Positif
"Install it when you go to college, gas",0.0,Netral
good mandarin course where tia,0.7351,Positif
"if you are working on your thesis, the distraction is really right when you are doing the thesis",-0.3818,Negatif
scihub now doesn't open journal lock or not tia,-0.4023,Negatif
"Ask the question when the sender asks why it's like that, why is it like that?",0.6124,Positif
sender sem already asked the sender's friend asked already offered ask gmw ask then ask the advanced group asking how many people have still asked a little uh say I've asked often let me cont,0.6369,Positif
"hello, sis, I'm asking for the source, is it permissible to be dapus, sorry",-0.0772,Negatif
how come the spirit of assignment guys,0.1779,Positif
"Guys, thank you for helping me click on the article assignment so that I'm free, thank God I'm free, I'm excited for Sunday's final",0.9482,Positif
God is tired of helping,0.1027,Positif
doodle hp application pdf,0.0,Netral
"hi, tomorrow, Uin Tangsel campus, let's get a free job fair, interesting talk show",0.8074,Positif
"Guys, you know where to look for an ebook on human attitudes to change the measurement of the level of measurement, thanks",0.4404,Positif
yesterday the sender sent the lecturer's revision of the proposal by email until he responded that he revised it in a seminar tomorrow morning chat him then ask him how he is,0.0,Netral
the mace campus is ok,0.296,Positif
"Guys, you know the difference between you and staff, hehe",0.0,Netral
please help me please help me,0.8402,Positif
like pharmacology tips mniez pharmacology easy to understand,0.6597,Positif
"Guys, please help me, fill out my questionnaire, comment on the link, thanks",0.7845,Positif
guys research variables meticulous quantitative,0.0,Netral
The articles were opened using what the sender did tomorrow with a presentation about using Sci Hub trying to find articles that were intersecting all the time,0.0,Netral
hypothesis test choose random respondent different respondent hypothesis,0.0,Netral
Awaken Alumni Awakening Program Please reply thanks,0.6369,Positif
thorough tqqq employees,0.0,Netral
do research for thesis ig sneakers feeds pn point id ecommerce ijo startup business advice preferably well known but if not it's okay welcome college kids cont,-0.5674,Negatif
tbl tbl tbl tomorrow the sender sprays prayers online friends akooh tips so the lecturers run smoothly,0.4767,Positif
"Guys, can you get a bike like this, it's suitable for students, it's worth it. Hold on. The plan to buy, God willing, a second bicycle, the price is million, it's negotiable, thanks for the advice",0.8126,Positif
"What's the version, bro?",0.0,Netral
gmn guys help,0.4019,Positif
sender uas semester has finished already uas bomb,-0.4939,Negatif
management majors take concentration,0.0,Netral
"If you're in the thesis group, it's better if you're friends, thanks, no salty",0.7717,Positif
"If it's not an observation, guys, is it Mukim's observation or PP",0.0,Netral
lg semester physiotherapy students focus on taking pediatrics,0.0,Netral
stan's children understand the flow of the stan's place to pass please rep is needed,0.3182,Positif
scriptsweet mutual yuuukkk so that friends are enthusiastic like ajaa,0.8434,Positif
finished plan,0.0,Netral
template for internship proposal right curriculum vitae told to fill in able to see my friends fill in using being able to exercise can't exercise column better delete content,0.1764,Positif
thanks already,0.4404,Positif
"Hello sender, please fill out the questionnaire with requirements for residents, if they are min, dm thx",0.5859,Positif
dapus is really a bomb thanks,-0.081,Negatif
"wta practice hard as a torch, how about a torch, thanks",0.3612,Positif
understand the pivot table stage until the basic excel pivot table,0.4588,Positif
"guys, the committee is paid to promote so webinar participants don't need people, it's crowded haha",0.6808,Positif
"Guys, I'm asking if you are citing the theory of thesis or not if you are looking for sources, really give a solution, thank you all",0.6204,Positif
excuse me for being sad it's raining heavily & the sender's boarding house doesn't leak then the sender's floor is wet tara makkk jrenggg revision paper I'm sorry but luckily the file isn't because it's using a thick water-resistant folder,0.6017,Positif
"Upi's son, help the sender open the journal repository, gaa rep, let me dm tia",0.7184,Positif
Do you get a qualitative thesis if you get confused?,-0.3182,Negatif
academic no thanks,-0.3412,Negatif
"It's sad that until now, guiding the lecturer doesn't respond, so it's a really useless semester, why do you even pay if you change lecturers, what's the process if you meet the teacher first, be brave if you visit the lecturer, guide cont",-0.4927,Negatif
know mark thanks,0.4404,Positif
"give the task of reviewing the journal but the paper form, sample template, please explain how to review the journal, tia",0.8126,Positif
"The traditional clothes for college students walking are desperate to wear the colors blue and white, yellow, white, white brown, but it really makes my son look clean",0.4404,Positif
"permission to say goodbye, thank you, Colle residents, for accompanying your enthusiasm",0.6597,Positif
how to cure heteroscedasticity plus secondary data,0.0,Netral
know the statistics please notice,0.3182,Positif
"I'm really tired of this thesis, I'm excited but it's getting in the way, now I've lost my enthusiasm, you know what's going on now, meanwhile, my friends have already sat down to set up the sempro sat set of the semhas",0.6862,Positif
read read English fluently so back and forth open the dictionary,0.0,Netral
"how about water guys, cpe monday uas understand",0.0,Netral
"Ajar campus alumni are late to collect reports, what week is it liquid, friends, it's already liquid, there's a process",0.4767,Positif
"Last week's sender, after a strange session, my friend Anggep was close, I said yesterday's sender's friend, after graduation, two honest photos, really sad, it's been years together, but at the end, it's like",0.7187,Positif
"Guys, if you are writing a paper, write the title first and discuss the topic of the essay",0.0,Netral
told to choose the concentration of public relations pr mankom choose the reason,0.0,Netral
"guys, understand bank reconciliation, help the sender balance, I'm confused where to go wrong, please help please",0.5574,Positif
help guys laptop support apk campus teach how tia,0.8271,Positif
"Guys, help with a list of items to bring to Taiwan's state college. If you have some advice, please drop on reply, tia",0.7351,Positif
"Guys, help with the contents of the assignment evaluation, I really need it",0.4019,Positif
"Guys, if you're ready for an interview via DM, don't pay close attention to the criteria for a diploma student. If you're ready, please reply, tap the dm, thanks for being responsive",0.9,Positif
I'm afraid it will stand out if the group stands out but that's how difficult it is to knock on slowrep members,-0.5023,Negatif
group recruiting members practicum task group content ambition group one lg tends to be ignorant gt assignment select think about ambitious group cont,0.4767,Positif
"Sis, are you ready to help with the interview interview, thank you for helping me with the criteria for getting pregnant",0.836,Positif
Is it different to save page numbering ii iii different thanks,0.7269,Positif
"dakwah material, free rep theme, below, thank you",0.7003,Positif
"gaess, so how are the interviews with the sources, my sources say the questions keep going",0.0,Netral
help guis thanks,0.6808,Positif
"Sender's sister to lift graduation, how to cheer her up so that she can accelerate her enthusiasm to graduate quickly. Siblings, very quiet children, rarely tell stories",0.7351,Positif
"Min's proposal can add more theory, thanks already",0.4902,Positif
"It's okay, if you apply for an internship, use a full English CV. When you are interviewing for the part, use English, to be honest, a beginner level of English is worried",0.4588,Positif
"Recommendations for applications to improve English skills, to be honest, the sender really wants to be fluent in English, make ing tia journals",0.8591,Positif
main qrt about college life yuk,0.0,Netral
"the management department knows which internship is Jogja, please sender really need tia",0.7076,Positif
Do you get a campus internship in that semester?,0.0,Netral
ask the web use it read read books online play management for free gaa,0.6908,Positif
yukz spill the uas clan frens schedule,0.0,Netral
"What does the corresponding author mean, please help explain",0.6124,Positif
pure blood half blood muggle campus medical faculty,0.0,Netral
Lecturers read scientific articles,0.0,Netral
kripsweet will add a few more sentences,0.1263,Positif
"be prepared to guide the thesis if you bring a print out when you have ideas for thesis pictures, it's appropriate to bring a proposal, don't hesitate to enter the consul",0.4047,Positif
"excuse me, be careful, anti-fit, compile the method chapter, get the instrument grid, make the reference where you are looking for, there are a lot of them listed, sometimes the attachments are open access",0.4588,Positif
the primary data is processing the data until the trial,0.0,Netral
"So the committee took the sender division and told the sender organization committee, so they were confused about taking the division because they felt the talent of the division",0.0609,Positif
"Guys, do you know the score quiz website is the winner, so hurry up to catch up on webinar scores, that's the website, huhu, pls forget",0.4939,Positif
"because it's disturbing college, isn't it?",-0.5106,Negatif
bye geprek chicken come home,0.0,Netral
"let's share already the results of college, thank you",0.5719,Positif
uas date gangss,0.0,Netral
"When the campus has a semester break, mentoringkripsweet is still guiding the holidays",0.3818,Positif
Scissors Scissors Scissors Scissors Scissors,0.0,Netral
people pls urgently stop the rain,-0.2263,Negatif
"Guys, if you graduate from college, you'll get the Ministry of Finance, no requirements, spread across Indonesia to remote areas",-0.296,Negatif
"Please help fill out my questionnaire, please rep ajaa, I'll drop the link thanks",0.7964,Positif
God won the lecturer's cv to the page. My student was confused about filling out the CV on the winning page,0.7845,Positif
"God, the analysis of flavonoids is really difficult, guys",-0.1761,Negatif
LG girl thesis needs a friend to share dishonest ken friends sharing the scriptsweet,0.765,Positif
Hai Hai Hai Frofozlan Zakrepzen Ada Shayyaye,0.0,Netral
"gaes sender Monday it's been a week and sender is sick recovering Monday uas lstening offline if it's ok then permission is allowed, thank you",-0.0258,Negatif
"Friends, I need respondents who are careful with the thesis criteria, age, min, th & already using Avoskin skincare, please help, rep, dm the link, thank you",0.8807,Positif
if the semester already apply for leave from college,-0.0516,Negatif
"Sender Semester is really suitable for the campus, from the environmental aspects of friends, it's better to move from the university but I'm afraid that when I finish the semester, I regret it so much that I can't do anything",-0.1779,Negatif
"please download the unhas repository file, thanks",0.6369,Positif
"It's true that if you prepare the thesis, if you observe it, it's really a complicated drama",0.4215,Positif
"Drop the tired college meme, that's funny",-0.2732,Negatif
Do you know what grades are in semesters taught to count manually huhuu btw my contingency table or not,0.0,Netral
"guys, be my respond, if you reply, dm, thanks",0.4404,Positif
"If the title uses blabla blabla influences, careful design, correlational, careful design, relationship",0.296,Positif
afraid to do until dizzy,-0.2263,Negatif
"guys, if the thesis method is anti si, the results are significant, finished doing the sempro, the list is afraid to get dospem, it's complicated like kating, kating, already in the chapter, I've been told to change the title, significant results, aa cont",0.4215,Positif
Raising the Indonesian Minority Madurese at the international level to take action against the Golong Minority Sickness to raise an issue,0.0,Netral
border campus chat,0.0,Netral
"guys, Eid, go home, boarding house, tell nature",0.0,Netral
"Hi, colle people, please help fill out a survey regarding wedding trends, thank you, just a nice comment",0.8519,Positif
the cadre must be followed by sharing nature,0.4215,Positif
"Gais Mendeley, can't connect to Microsoft Word?",0.0,Netral
"I want to quote a book, write a book, quote an expert",0.0772,Positif
fill the semester if tired tired squared,-0.7003,Negatif
use the tiktok shop to fill out the talk questionnaire,0.0,Netral
"Pray for the senders to do thesis tomorrow, hopefully it will run smoothly, hopefully the proposal will be accepted, thank you",0.8834,Positif
pov nax coolyeahan looking for references looking for journals suitable for analysts,0.0,Netral
"Already registered, have you got a public email?",0.0,Netral
"different definitions of variables, review the operational definitions of the literature",0.0,Netral
"The semester has reached the November chapter, the revision has been received, the revision, the revision, is sad, disappointed, pray that the revision will be held so that tomorrow's campus assembly will guide us",-0.5423,Negatif
"guys, website recommendations looking for free ebooks",0.5106,Positif
"if you've already registered, you'll need to make a proposal",0.0,Netral
explain further the table how to proceed from the table above the cut,-0.2732,Negatif
"give up, the right to speak can be used, dear atuh",0.3818,Positif
Article UUD stipulates that human rights belong to humans. One of the rights to advance can be friends. Group discussions can cont,0.4767,Positif
"guys, ready to help, like, comment, video assignment, tap dm, thanks",0.8625,Positif
"I'm looking for a free mini bootcamp and was once a bootcamp scholarship awardee, let's hurry up and register",0.7269,Positif
"let's spill quotes on the motto of life, what to do when you're tired, you need to be strong hehe",0.1027,Positif
Madura Minority found several journals to adopt Madura Minority Total Madura data,0.1779,Positif
I already feel how to get out sender afraid of getting late,0.0,Netral
spill your task uwaw let's tripe the night,0.0,Netral
"The restaurant cashier helps with my little research, how come you can dm me",0.3818,Positif
"Guys, help me make a questionnaire, I've already distributed the questionnaire, I forgot to give the option to fill in the age, gender, I'm confused because of the respondent's profile, what's the solution?",0.4019,Positif
gin anyway,0.0,Netral
"boarding a room, window, room, window, meeting Udsra, makes sex at home, room hours, boarding room, clock, room, like sex, makes it uncomfortable like that, like cont",0.5994,Positif
let's finish it quickly,0.0,Netral
"the sender took the time to publish the international publisher journal, hopefully it will pass smoothly, the revision will be smooth, the sender will publish, the sender will pass the thesis journal, the body already feels nano nano, really angry at the sender cont",-0.2247,Negatif
Thank you later,0.3612,Positif
"Please help the sender to process secondary data using SPSS, the symptoms of autocorrelation heteroscedasticity, how to cure it",0.6124,Positif
"If you're close, you don't want to help, I'm sorry to confide in violating cancel",-0.8063,Negatif
"Guys, close friends couldn't attend yesterday at the Dospem meeting, they looked like it was difficult to bring things, said gin astaghfirullah, the friends really don't know how to help, it's really embarrassing cont",0.719,Positif
"ken, ken, ken, focus on college so that you can be enthusiastic if you're burnout, give your girlfriend tips for a smooth study, thanks",0.7269,Positif
"Guys, I'd like to help fill in the respondent's thesis questionnaire. The conditions for using the Bogor route, JKT, the city of e-wallet prizes, are lucky, you know",0.875,Positif
friends are ready to help fill out the criteria questionnaire for using tiktok to follow the dearmebeauty account please reply thankyou,0.8625,Positif
"Guys, I wrote an essay, I already used a citation, I wrote a bibliography, I'm sorry I don't know because I made an essay, thanks",0.3818,Positif
"Brothers and sisters, give me a confused essay recommendation, make a philosophy essay on the problem, drop a link, thank you",-0.5574,Negatif
bole,0.0,Netral
"the sender asked how to change the section, it was correct to tell sender tia",0.5106,Positif
"sender hand over using Mendeley, it's really hard, the error is already at the thesis clock, there's no progress taking care of Mendeley, using Mendeley is automatic like that",0.4425,Positif
"dungs ​​is careful about secondary commerce data, where can I get it from?",0.1531,Positif
"you know how to publish a sinta affa journal, yeah, it's hard to get excited, try it, please salty, pure you know, thanks, lt",0.8126,Positif
moving campus said parents believe it how guys,0.0,Netral
"I realized that last semester I had a holiday from college, semester break, internship, semester, I had fun, I enjoyed my thesis",0.8519,Positif
forgot to say thank you blablabla sorry for asking trivial maba ngang ngong tbtb already done thanks for the info,0.6124,Positif
"Sis, I asked the wrong math, I ordered a paper to write, tell me, actually write it, write the name of the writer, send it using an example like a sample",-0.1531,Negatif
I'm sick bro,-0.5106,Negatif
Td log off,0.0,Netral
km wrote,0.0,Netral
gws,0.0,Netral
"I'm curious to write a story, sorry, ma'am, I'm not confused about the test sheet",0.4519,Positif
if you laugh because it's funny and adorable,0.8658,Positif
tore a little bit,0.0,Netral
rt lecturer like really being laughed at,0.6983,Positif
bad account,-0.5423,Negatif
one,0.0,Netral
gift child,0.4404,Positif
please be quiet,0.3182,Positif
read the rules kindly entrust menfess colle type,0.4939,Positif
bales,0.0,Netral
mutual,0.0,Netral
baca,0.0,Netral
"look for followers in Japan if you follow back, it automatically unfollows tweet followers",0.0,Netral
already follback the selling account changed hands unfollow,0.0,Netral
"Try to rep, afraid of seeing the account",0.0,Netral
bro,0.0,Netral
open follback syarat rt tweet amp tweet good luck,0.7096,Positif
done,0.0,Netral
rest,0.0,Netral
panas random fb like tweet,0.3612,Positif
ready type,0.3612,Positif
try turning on the notifications,0.0,Netral
kakk,0.0,Netral
Contemporary political understanding doesn't understand,0.0,Netral
"read, explain, write dosbim, don't get confused reading this",0.2411,Positif
guys conscientious object variables,0.0,Netral
Alam Kamjar asked how do you want to pass a website like that and get an email,0.4215,Positif
UB's chemistry student or not my friend at Unila asks if you know you don't understand,-0.3875,Negatif
"Guys, the UPI Campus of Cibiru is already scheduled. I haven't made Tia's campus base account yet",0.0,Netral
"register for teaching campus, get an email, register account status, know clearly how passed the status, thanks",0.6808,Positif
macbook install windows specific apk,0.0,Netral
"Hi, tourism study program students, please help a little thanks",0.7655,Positif
the laptop is strong from,0.5106,Positif
"gays, durable children, please fill out the project task questionnaire, fill in the quiz a little, the gfrm link is commented, thank you, I hope it's easy to fix",0.8625,Positif
"The students of the Telkom Purwokerto Institute of Technology are asked to please download the repository file, please help",0.743,Positif
give a sign of love so that it is emptied gt because of the dospem revision,0.6808,Positif
deh tree hold critical well hehe,-0.0516,Negatif
"going through the heavy phase of college, remember this shall too pass, finish it, get excited, if you're tired, rest for a while, imagine when you're done cont",-0.128,Negatif
"Soe recruitment fresh graduate, I asked, thank you",0.5859,Positif
"Guys, the lecturer is making a promotional video for assignments, but just love it",0.7783,Positif
"guys, thank you for moving your study program to make a letter, please do a good job, guys, sign the names, guys, thanks",0.8625,Positif
cung relate pasuk semester,0.0,Netral
"brothers and sisters, don't ask questions",0.0,Netral
sender writes down the complete lecturer material woi,0.0,Netral
"experienced Mendeley error like this, how to fix it",-0.0516,Negatif
"If you're looking for state debt, where are the details of the debt, if it's file info, please reply, thanks",0.0516,Positif
"corrected, the context of the sender hasn't entered yet, because the depressive phase relapses, so it doesn't go into detail, tell me when I'm sick, my plan is to send a set of lecturers, I'll send it tomorrow, not tonight, thank you for your help",-0.6497,Negatif
sender try to write,0.0,Netral
book gais strong,0.5106,Positif
english village acc. worth it,0.2263,Positif
"Guys, I'm asking if the apprentice has a thesis trial first",0.0,Netral
Intrn of Scales International Remote Work Culture Bagus Alias ​​Work Life Balance Knowledge Plus CV Kuat Unpaid Yay Or Nay,0.5267,Positif
"guysss, please roll it down, sit down, touch thesis file, grgr spss",0.3182,Positif
"Try, huhuhu, the family came when I was stressed at college, God is strong, I hope you survive",0.7096,Positif
"when is it right, if the sender hasn't had a class schedule, wkwk",0.0,Netral
love news,0.6369,Positif
"forget to teach, seriously, thesis test, screening, just reading is not enough, guys, looking for a grid that is really powerful, mentally prepared material, enthusiasm sender, thesis test week, btw, if the trial grid file cont",0.6764,Positif
read write scratch,0.0,Netral
don't pass hopeless,0.357,Positif
"how can sender fear Allah, Allah sender, the rest of the trial is finished, but I feel really excited",0.3484,Positif
"if you invite me to refuse, how can I be afraid of expensive food, thank you",0.2263,Positif
"guys, ciputra university students, please help huhu",0.6124,Positif
I hope you pray thanks,0.7964,Positif
"list of campuses, teach friends, register together, take care of the requirements, go here and there, already got the information on passing, waiting for the night, if you don't get an email, you don't pass, happy for them cont",0.5109,Positif
hehehhh hehehe hehehehe hehe,0.0,Netral
it's nice to do internships in non-command agencies,0.4215,Positif
"use footnote bodynote like this, don't you choose one of the three",0.3612,Positif
snack please see you next year the red campus kids know,0.3182,Positif
"Hi, please fill out the questionnaire, the criteria for buying CLEO brand drinking water",0.3182,Positif
help please please spill website converter pdf excel messy results tired double effort editing retyping thanks in advance using pict so it doesn't,0.7783,Positif
ngga thankyou,0.0,Netral
"The purpose of the journal citations is to tell me to take references, so the journal is Tia",0.5106,Positif
"Later, I don't know when I will be gel gas, I will be on holiday, thank you",0.6369,Positif
"semester break, gel, sender's classmate, bigung gel, don't feel like having a holiday plan, try a psychologist, shut up, make sure it's okay for sender to finish the semester cont",0.5845,Positif
send an email at gin lecturer politely,0.0,Netral
"the deadline for sending the revision at night but there is no opening for the gas group to send it, I'm going to wait for the revision yesterday, zzz",-0.6808,Negatif
let's mutualan ig rl college rep yaa then I will follow my brother with a bando hihi,0.0,Netral
"guys, the computer is on, already plugged in, if it's serviced, it costs Arigato",0.0,Netral
sender contents help drop the link comment thank you,0.4767,Positif
"malem guys, break up in love, upset in a romantic way, age help, fill in the sender's questionnaire according to the criteria, include help cont",0.8658,Positif
"My bestie's graduation is planning to give a gift to give a bucket of flowers like that, I think like I'd like to use a better face than a bucket, ls",0.9062,Positif
do you know why the sender opens word already downloaded open it,0.0,Netral
if you know the genre of college guys,0.0,Netral
yes or no class sign semester photo with sender documentation lecturer yes,0.4939,Positif
"Mentemen, please help fill out the questionnaire, let's drop the link in the comments, barter, fill it really up, tia",0.7564,Positif
how bright,0.4404,Positif
ask the child with a literary perspective,0.0,Netral
please title if in english how to write influence training communication work organization employees agency building plan research regional development bappelitbangda province english writing office,0.3182,Positif
Is the SMS sender even though the task report is due tomorrow?,0.0,Netral
"If the uas lecturer has mentioned Sunday, calm down, better run",0.6369,Positif
create a student account now it's safe to eat shrimp,0.6124,Positif
"Sis, the mission was when you resigned at the wrong university, I sent a letter of resignation and it hasn't been processed yet, try to check the student account, you know the info helps, but the lecture is already running, cont.",-0.3291,Negatif
"The Faculty of Sports Olympiad campus, tell me the name, try to see the branding and concept of thank you in advance",0.3612,Positif
ahead of gin uas after semester break sender holiday kkn,0.4019,Positif
"If the statistics for category members, it's better to separate the chi square calculation, etc. thanks",0.7003,Positif
I can't explain how to choose a title because it's stingy,-0.3818,Negatif
"Guys, how do you handle the members of the group, don't want to help with the laprak, except for jobdesk, btw, some of the parts worked on by friends, I've taken extra mats and I can't get tired",0.4635,Positif
"How can I memorize the presentation of Sempro, I've realized that I'm addicted to paper, it's okay to take notes with you",0.2263,Positif
haloo guys spill web plagiarism check worth it thank you,0.5267,Positif
